Customer,Purchases,Sales,Months
1-1003691,2,816,1
1-1003702,2,807.8,1
1-1003739,2,936,1
1-1003742,2,1704,1
1-1003836,2,751,1
1-1003838,2,936,1
1-1003911,2,3569.5,1
1-1003946,2,620,1
1-1003989,2,1259,1
1-1004059,2,776,1
1-1004067,2,932.8,1
1-1004086,2,736,1
1-1004192,2,970,1
1-1004225,2,1216,1
1-1004249,2,613.01,1
1-1004366,2,636,1
1-1004414,2,770.4,1
1-1004421,2,922.8,1
1-1004462,2,606,1
1-1004480,2,846,1
1-1004598,2,1810.8,1
1-1004620,2,788.8,1
1-1004719,2,513.6,1
1-1004763,2,704.8,1
1-1004807,2,1576.8,1
1-1004830,2,935.8,1
1-1004840,2,4171,1
1-1004841,2,1612,1
1-1004845,2,656,1
1-1004855,2,1091.8,1
1-1004864,2,3111.6,1
1-1004980,2,736,1
1-1005001,2,1336,1
1-1005015,2,256,1
1-1005035,2,216,1
1-1005244,2,1004,1
1-1005529,2,788.8,1
1-1005593,2,1096,1
1-1005595,2,526,1
1-1005613,2,671,1
1-1005621,2,537.6,1
1-1005791,2,1084,1
1-1005826,2,696,1
1-1005914,2,2760,1
1-1005942,2,1204,1
1-1005948,2,686,1
1-1005961,2,1079,1
1-1006223,2,511,1
1-1006295,2,1216,1
1-1006322,2,696,1
1-1006331,2,152.1,1
1-1006423,2,1191,1
1-1006493,2,1136,1
1-1006513,2,2240,1
1-1006532,2,836,1
1-1006537,2,1642,1
1-1006674,2,1046,1
1-1006685,2,856,1
1-1006692,2,1304,1
1-1006710,2,8644,1
1-1006762,2,1196,1
1-1006781,2,1096,1
1-1006795,2,376,1
1-1006879,2,974,1
1-1006893,2,1056,1
1-1007004,2,1212,1
1-1007033,2,856,1
1-1007094,2,276,1
1-1007123,2,1452,1
1-1007190,2,606,1
1-1007248,2,1443.2,1
1-1007328,2,744,1
1-1007331,2,996,1
1-1007425,2,796,1
1-1007437,2,786,1
1-1007493,2,934,1
1-1007588,2,1044,1
1-1007590,2,996,1
1-1007645,2,796,1
1-1007677,2,1176,1
1-1007716,2,1633,1
1-1007722,2,1744,1
1-1007723,2,461,1
1-1007840,2,895.6,1
1-1007844,2,489.6,1
1-1007858,2,1134.4,1
1-1007970,2,779,1
1-1007986,2,969,1
1-1008012,2,1364,1
1-1008037,2,652.8,1
1-1008081,2,1334,1
1-1008137,2,856,1
1-1008143,2,897.2,1
1-1008146,2,856.6,1
1-1008243,2,761.6,1
1-1008291,2,1196,1
1-1008369,2,1184,1
1-1008383,2,906,1
1-1008388,2,976,1
1-1008431,2,997.6,1
1-1008441,2,1342.6,1
1-1008477,2,636,1
1-1008523,2,473.6,1
1-1008626,2,1324,1
1-1008629,2,835.8,1
1-1008641,2,705.6,1
1-1008654,2,909.2,1
1-1008749,2,2692,1
1-1008762,2,1262,1
1-1008770,2,506.8,1
1-1008965,2,893.6,1
1-1009137,2,1058.4,1
1-1009230,2,619.6,1
1-1009248,2,366,1
1-1009271,2,525.4,1
1-1009304,2,588,1
1-1009373,2,856,1
1-1009417,2,548,1
1-1009436,2,526,1
1-1009438,2,392,1
1-1009647,2,380,1
1-1009698,2,1424,1
1-1009748,2,696,1
1-1009794,2,342.8,1
1-1009803,2,632.8,1
1-1009881,2,456.8,1
1-1009888,2,792.6,1
1-1009909,2,1356,1
1-1009987,2,3608,1
1-1010042,2,902,1
1-1010071,2,552.52,1
1-1010097,2,0,1
1-1010099,2,219.8,1
1-1010111,2,1095.6,1
1-1010151,2,824,1
1-1010259,2,351,1
1-1010272,2,756,1
1-1010274,2,601,1
1-1010283,2,1221.4,1
1-1010299,2,622,1
1-1010315,2,736.6,1
1-1010570,2,996,1
1-1010599,2,1173,1
1-1010600,2,876.8,1
1-1010607,2,726,1
1-1010612,2,562,1
1-1010627,2,596,1
1-1010672,2,438,1
1-1010684,2,625.6,1
1-1010724,2,936,1
1-1010752,2,750.4,1
1-1010768,2,748.8,1
1-1010771,2,816,1
1-1010772,2,440,1
1-1010838,2,836,1
1-1010906,2,626,1
1-1010930,2,1776,1
1-1010956,2,2090.4,1
1-1011048,2,976,1
1-1011059,2,259.8,1
1-1011088,2,825,1
1-1011118,2,656,1
1-1011291,2,842.8,1
2-1000293,2,170,1
2-1000302,2,846,1
2-1000334,2,896,1
2-1000369,2,1232,1
2-1000392,2,708,1
2-1000393,2,605,1
2-1000394,2,1056,1
2-1000447,2,1782,1
2-1000542,2,1220.6,1
2-1000580,2,1284,1
2-1000590,2,1056,1
2-1000662,2,811,1
2-1000675,2,1136,1
2-1000681,2,1161,1
2-1000686,2,721,1
2-1000705,2,522,1
2-1000767,2,510.8,1
2-1000801,2,276,1
2-1000811,2,1304,1
2-1000909,2,947,1
2-1000914,2,546,1
2-1000949,2,408,1
2-1000961,2,818,1
2-1001053,2,896,1
2-1001132,2,2668.8,1
2-1001167,2,816,1
2-1001184,2,1136,1
2-1001190,2,1752,1
2-1001194,2,940.8,1
2-1001230,2,4515,1
2-1001261,2,3998,1
2-1001380,2,3097,1
2-1001434,2,856,1
2-1001451,2,576,1
2-1001476,2,810.8,1
2-1001484,2,1016,1
2-1001495,2,816,1
2-1001497,2,1076,1
2-1001513,2,678.8,1
2-1001526,2,681.8,1
2-1001573,2,1376,1
2-1001587,2,433,1
2-1001599,2,606,1
2-1001622,2,951,1
2-1001646,2,836,1
2-1001649,2,1236,1
2-1001689,2,941,1
2-1001700,2,753,1
2-1001732,2,760.8,1
2-1001867,2,784,1
2-1001880,2,428,1
2-1001887,2,996,1
2-1001908,2,741.6,1
2-1001944,2,736,1
2-1001953,2,1116,1
2-1001973,2,606.8,1
2-1002004,2,2052,1
2-1002140,2,1184,1
2-1002141,2,796,1
2-1002228,2,1274,1
2-1002291,2,600.8,1
2-1002292,2,1464,1
2-1002300,2,981.6,1
2-1002324,2,540.8,1
2-1002333,2,986,1
2-1002386,2,1885,1
2-1002405,2,1296,1
2-1002472,2,1900,1
2-1002482,2,731,1
2-1002584,2,98.44,1
2-1002595,2,1219,1
2-1002597,2,801.64,1
2-1002639,2,507.44,1
2-1002648,2,856,1
2-1002901,2,1534,1
2-1002955,2,1364,1
2-1002964,2,56.4,1
2-1002971,2,649.26,1
2-1003044,2,518.8,1
2-1003114,2,751.32,1
2-1003168,2,1882,1
2-1003253,2,275.8,1
2-1003270,2,864.8,1
2-1003371,2,2581.8,1
2-1003437,2,946,1
2-1003460,2,470.5,1
2-1003473,2,65.98,1
2-1003476,2,306.19,1
2-1003561,2,294,1
2-1003640,2,346,1
2-1003668,2,43.95,1
2-1003678,2,623,1
2-1003954,2,924.4,1
2-1003995,2,1800.6,1
2-1004226,2,437.57,1
2-1004233,2,876,1
2-1004246,2,620.48,1
2-1004423,2,493,1
3-1000168,2,1406,1
3-1000445,2,606,1
3-1000452,2,396,1
3-1000537,2,1783.6,1
3-1000557,2,926,1
3-1000640,2,444.4,1
3-1000643,2,2021.6,1
3-1000696,2,549.6,1
3-1000717,2,1000.8,1
3-1000726,2,693.6,1
3-1000727,2,624.8,1
3-1000861,2,1770.8,1
3-1001012,2,626.6,1
3-1001242,2,990,1
3-1001312,2,1136,1
3-1001470,2,263,1
3-1001478,2,1066,1
3-1001529,2,776.8,1
3-1001609,2,476,1
3-1001696,2,891,1
3-1001759,2,2230,1
3-1001760,2,320,1
3-1001761,2,1709.6,1
3-1001803,2,640.8,1
3-1001857,2,453,1
3-1001896,2,429.6,1
3-1001901,2,855.6,1
3-1001925,2,445.8,1
3-1001930,2,201.8,1
3-1001941,2,363.16,1
3-1001993,2,1016,1
3-1002224,2,374.4,1
4-1000092,2,601,1
4-1000128,2,706,1
4-1000145,2,616,1
4-1000191,2,596,1
4-1000287,2,1016,1
4-1000307,2,627.2,1
4-1000491,2,806,1
4-1000502,2,1052,1
4-1000520,2,494,1
4-1000524,2,796,1
4-1000638,2,856,1
4-1000642,2,1296,1
4-1000801,2,957.2,1
4-1000985,2,997.6,1
4-1001049,2,2517.6,1
4-1001176,2,697,1
4-1001253,2,696,1
4-1001330,2,1224,1
4-1001357,2,1356,1
4-1001358,2,503.8,1
4-1001370,2,1136,1
4-1001376,2,816,1
4-1001399,2,1624.8,1
4-1001400,2,1116,1
4-1001406,2,1016,1
4-1001414,2,2150.4,1
4-1001467,2,985.6,1
4-1001484,2,844.8,1
4-1001486,2,1096,1
4-1001502,2,465.6,1
4-1001586,2,1016,1
4-1001608,2,639.2,1
4-1001629,2,243,1
4-1001649,2,548,1
4-1001689,2,247.8,1
4-1001690,2,431.8,1
4-1001696,2,936,1
4-1001714,2,70,1
4-1001724,2,522,1
4-1001791,2,861,1
4-1001840,2,665,1
4-1001907,2,208.8,1
4-1001924,2,2302.8,1
4-1001925,2,2025.4,1
4-1001965,2,608.4,1
4-1001978,2,1016,1
4-1002143,2,676,1
4-1002160,2,436.8,1
4-1002167,2,702.8,1
4-1002169,2,633.6,1
4-1002185,2,479.2,1
4-1002255,2,326.4,1
4-1002310,2,1611,1
4-1002319,2,1504,1
4-1002364,2,481,1
4-1002573,2,670.4,1
4-1002580,2,1516.2,1
4-1002581,2,1252.8,1
4-1002642,2,541,1
4-1002691,2,599.8,1
4-1002698,2,612,1
5-1000203,2,267,1
5-1000295,2,2228.4,1
5-1000347,2,1786,1
5-1000368,2,0,1
5-1000377,2,786,1
5-1000544,2,1064.2,1
5-1000613,2,796,1
5-1000618,2,655.2,1
5-1000626,2,428,1
5-1000645,2,586.6,1
5-1000781,2,616.8,1
5-1000788,2,478.4,1
5-1000852,2,379.8,1
5-1000857,2,794.4,1
5-1000898,2,634.2,1
5-1000941,2,282,1
5-1000951,2,1380,1
5-1000965,2,956,1
5-1001027,2,816,1
5-1001034,2,506,1
5-1001039,2,1066,1
5-1001067,2,836,1
5-1001127,2,936,1
5-1001257,2,250.8,1
5-1001346,2,748,1
5-1001351,2,936,1
5-1001359,2,429.6,1
5-1001424,2,776,1
5-1001467,2,296.96,1
5-1001491,2,663,1
5-1001519,2,690.8,1
5-1001762,2,683.2,1
5-1001868,2,947.2,1
5-1001907,2,1044.8,1
5-1002107,2,2496,1
6-1000022,2,218.88,1
6-1000067,2,657.6,1
6-1000110,2,614.4,1
6-1000141,2,481.44,1
6-1000142,2,816.19,1
6-1000179,2,302.4,1
6-1000206,2,404.64,1
6-1000230,2,358.08,1
6-1000477,2,286.08,1
6-1000661,2,388.2,1
6-1000697,2,1080.96,1
6-1000954,2,567.84,1
6-1001395,2,301.32,1
6-1001619,2,379.2,1
6-1001769,2,601.68,1
6-1001792,2,44.3,1
6-1001858,2,317.04,1
6-1001917,2,278.04,1
6-1001919,2,257.28,1
6-1001930,2,1393.98,1
6-1001931,2,161.92,1
6-1001991,2,84.96,1
7-1000116,2,44.4,1
7-1000139,2,620.8,1
7-1000140,2,1118,1
7-1000148,2,1301.6,1
7-1000182,2,1444,1
7-1000203,2,916,1
7-1000236,2,1419,1
7-1000254,2,734.4,1
7-1000259,2,656.7,1
7-1000356,2,2105.66,1
7-1000384,2,705.6,1
7-1000390,2,976,1
7-1000460,2,446.8,1
7-1000468,2,498.8,1
7-1000508,2,1656,1
7-1000539,2,245.2,1
7-1000552,2,1012.32,1
7-1000607,2,871.68,1
1000135,2,441.6,0
1001334,2,636,0
1005805,2,537.04,0
1006106,2,1334,0
1013053,2,1049.6,0
1015605,2,1076,0
1-1000362,2,1068.6,0
1-1000393,2,776,0
1-1000394,2,785.44,0
1-1000395,2,836,0
1-1000420,2,484,0
1-1000431,2,871,0
1-1000466,2,1244,0
1-1000501,2,656,0
1-1000509,2,976,0
1-1000517,2,2664,0
1-1000549,2,856,0
1-1000555,2,1959,0
1-1000556,2,924,0
1-1000584,2,1056,0
1-1000595,2,916,0
1-1000601,2,642,0
1-1000603,2,1056,0
1-1000605,2,816,0
1-1000617,2,1351,0
1-1000620,2,1294,0
1-1000637,2,548,0
1-1000645,2,1364,0
1-1000667,2,2320,0
1-1000706,2,856,0
1-1000708,2,1056,0
1-1000756,2,2104,0
1-1000768,2,1346,0
1-1000774,2,2182,0
1-1000791,2,388,0
1-1000826,2,602,0
1-1000832,2,1248.8,0
1-1000833,2,1484,0
1-1000850,2,1094,0
1-1000851,2,859,0
1-1000852,2,1284,0
1-1000861,2,1812,0
1-1000937,2,1918,0
1-1000938,2,3420,0
1-1000963,2,1244,0
1-1000968,2,448,0
1-1000993,2,696,0
1-1001005,2,556,0
1-1001031,2,1256,0
1-1001044,2,1164,0
1-1001052,2,971,0
1-1001070,2,956,0
1-1001074,2,586,0
1-1001138,2,1238,0
1-1001150,2,428,0
1-1001172,2,1583,0
1-1001190,2,4254,0
1-1001197,2,1336,0
1-1001208,2,782,0
1-1001213,2,868,0
1-1001216,2,2146,0
1-1001220,2,428,0
1-1001245,2,481,0
1-1001248,2,1166.4,0
1-1001255,2,592,0
1-1001274,2,836,0
1-1001340,2,762,0
1-1001341,2,368,0
1-1001350,2,676,0
1-1001359,2,996,0
1-1001368,2,816,0
1-1001385,2,1819,0
1-1001394,2,662,0
1-1001421,2,1360,0
1-1001422,2,1004,0
1-1001424,2,986,0
1-1001441,2,186,0
1-1001448,2,232,0
1-1001486,2,912,0
1-1001508,2,1416,0
1-1001523,2,876.8,0
1-1001579,2,1776,0
1-1001581,2,1628,0
1-1001583,2,806,0
1-1001605,2,388,0
1-1001607,2,1290,0
1-1001631,2,812,0
1-1001671,2,1116,0
1-1001695,2,312,0
1-1001696,2,488,0
1-1001701,2,1054,0
1-1001708,2,318,0
1-1001741,2,882,0
1-1001746,2,361.5,0
1-1001768,2,972,0
1-1001775,2,398,0
1-1001781,2,478,0
1-1001806,2,656,0
1-1001829,2,260,0
1-1001836,2,468,0
1-1001860,2,696,0
1-1001866,2,816,0
1-1001885,2,1344,0
1-1001888,2,488,0
1-1001889,2,936,0
1-1001907,2,506,0
1-1001909,2,910,0
1-1001964,2,1128,0
1-1001972,2,1324,0
1-1001987,2,776,0
1-1002004,2,616,0
1-1002014,2,4112,0
1-1002022,2,656,0
1-1002050,2,176,0
1-1002103,2,696,0
1-1002113,2,608,0
1-1002129,2,1048,0
1-1002138,2,871,0
1-1002162,2,176,0
1-1002179,2,2708,0
1-1002200,2,443,0
1-1002204,2,406,0
1-1002216,2,856,0
1-1002225,2,806,0
1-1002250,2,1148.5,0
1-1002288,2,566,0
1-1002294,2,751,0
1-1002305,2,771,0
1-1002316,2,1274,0
1-1002317,2,856,0
1-1002359,2,546,0
1-1002370,2,696,0
1-1002384,2,776,0
1-1002402,2,954,0
1-1002407,2,486.8,0
1-1002412,2,466,0
1-1002421,2,1887,0
1-1002422,2,460,0
1-1002440,2,726,0
1-1002450,2,776,0
1-1002495,2,543,0
1-1002501,2,836,0
1-1002519,2,1236,0
1-1002523,2,431.6,0
1-1002527,2,2059,0
1-1002531,2,694,0
1-1002548,2,676,0
1-1002567,2,476,0
1-1002571,2,1084,0
1-1002592,2,248.8,0
1-1002600,2,1504,0
1-1002620,2,588,0
1-1002623,2,917,0
1-1002625,2,816,0
1-1002630,2,1296,0
1-1002640,2,416,0
1-1002645,2,4274.8,0
1-1002666,2,663,0
1-1002686,2,1324,0
1-1002695,2,616,0
1-1002737,2,476,0
1-1002763,2,636,0
1-1002765,2,1296,0
1-1002810,2,956,0
1-1002820,2,1296,0
1-1002842,2,5424,0
1-1002848,2,2140,0
1-1002862,2,1056,0
1-1002867,2,1644,0
1-1002875,2,1076,0
1-1002883,2,1772,0
1-1002933,2,1016,0
1-1002950,2,896,0
1-1002963,2,1544,0
1-1002966,2,3896,0
1-1002969,2,756.6,0
1-1002982,2,1216,0
1-1003002,2,706,0
1-1003005,2,3576,0
1-1003009,2,1504,0
1-1003017,2,1164,0
1-1003034,2,3160,0
1-1003037,2,2444,0
1-1003047,2,1214,0
1-1003049,2,2027,0
1-1003053,2,1216,0
1-1003097,2,4156,0
1-1003104,2,2400,0
1-1003125,2,2212,0
1-1003130,2,2820,0
1-1003147,2,956,0
1-1003180,2,663,0
1-1003205,2,1423.99,0
1-1003214,2,2032,0
1-1003215,2,703,0
1-1003220,2,1143,0
1-1003230,2,696,0
1-1003235,2,443,0
1-1003244,2,1049,0
1-1003254,2,796,0
1-1003256,2,446,0
1-1003278,2,1176,0
1-1003287,2,1258,0
1-1003292,2,912.6,0
1-1003299,2,403,0
1-1003309,2,516,0
1-1003346,2,1116,0
1-1003349,2,338,0
1-1003382,2,656,0
1-1003394,2,1194,0
1-1003430,2,770.4,0
1-1003439,2,592,0
1-1003443,2,378,0
1-1003452,2,831,0
1-1003472,2,1366.5,0
1-1003474,2,876,0
1-1003513,2,876,0
1-1003531,2,12347.64,0
1-1003542,2,609.6,0
1-1003548,2,740.4,0
1-1003552,2,816,0
1-1003558,2,456,0
1-1003559,2,1164,0
1-1003565,2,776,0
1-1003566,2,1261.2,0
1-1003571,2,573.6,0
1-1003579,2,1136,0
1-1003629,2,876,0
1-1003635,2,1234,0
1-1003673,2,746,0
1-1003683,2,1400.4,0
1-1003699,2,489.6,0
1-1003718,2,539.6,0
1-1003720,2,1704.8,0
1-1003723,2,1442,0
1-1003734,2,441.6,0
1-1003738,2,442.32,0
1-1003758,2,752.8,0
1-1003762,2,1130.4,0
1-1003772,2,911,0
1-1003794,2,996,0
1-1003809,2,815.6,0
1-1003815,2,2446.08,0
1-1003816,2,1724.8,0
1-1003825,2,633.6,0
1-1003833,2,1404,0
1-1003860,2,243.6,0
1-1003865,2,1597,0
1-1003917,2,446,0
1-1003921,2,309.8,0
1-1003936,2,704,0
1-1003950,2,381,0
1-1003966,2,663,0
1-1003967,2,1593.5,0
1-1003974,2,1515.2,0
1-1003980,2,1196,0
1-1003992,2,734,0
1-1003996,2,1156,0
1-1004002,2,1296,0
1-1004020,2,513.6,0
1-1004026,2,736,0
1-1004040,2,816,0
1-1004049,2,576,0
1-1004065,2,588.6,0
1-1004066,2,644.8,0
1-1004070,2,546,0
1-1004110,2,2035.2,0
1-1004117,2,633.6,0
1-1004123,2,1192,0
1-1004131,2,1664,0
1-1004139,2,424,0
1-1004140,2,816,0
1-1004145,2,1376,0
1-1004155,2,916,0
1-1004167,2,816,0
1-1004187,2,1104,0
1-1004189,2,848,0
1-1004230,2,1270,0
1-1004235,2,1311,0
1-1004245,2,1414,0
1-1004274,2,814,0
1-1004283,2,1308,0
1-1004303,2,564.8,0
1-1004332,2,366,0
1-1004339,2,1124,0
1-1004343,2,1296,0
1-1004359,2,576,0
1-1004361,2,1972.8,0
1-1004365,2,1359.5,0
1-1004380,2,1376,0
1-1004449,2,160,0
1-1004520,2,628.8,0
1-1004523,2,781.6,0
1-1004527,2,1102,0
1-1004533,2,791,0
1-1004569,2,737.13,0
1-1004574,2,443,0
1-1004586,2,628.8,0
1-1004597,2,2300,0
1-1004639,2,1231,0
1-1004653,2,1473.6,0
1-1004654,2,1076.8,0
1-1004692,2,2625.6,0
1-1004709,2,980,0
1-1004718,2,718.8,0
1-1004726,2,1060.8,0
1-1004735,2,663.6,0
1-1004746,2,781.8,0
1-1004770,2,722,0
1-1004773,2,912,0
1-1004813,2,656,0
1-1004868,2,216,0
1-1004894,2,714,0
1-1004896,2,361,0
1-1004923,2,1104,0
1-1004942,2,386,0
1-1004997,2,856,0
1-1005028,2,1604,0
1-1005031,2,1224,0
1-1005032,2,656,0
1-1005038,2,816,0
1-1005052,2,756,0
1-1005072,2,816,0
1-1005073,2,991,0
1-1005095,2,656,0
1-1005106,2,1016,0
1-1005118,2,441,0
1-1005136,2,1101.6,0
1-1005139,2,1196,0
1-1005167,2,736,0
1-1005204,2,2552,0
1-1005259,2,936,0
1-1005273,2,816,0
1-1005283,2,570,0
1-1005309,2,735.6,0
1-1005318,2,3476,0
1-1005320,2,2432,0
1-1005338,2,2432,0
1-1005356,2,1500,0
1-1005357,2,1780,0
1-1005381,2,956,0
1-1005384,2,1356,0
1-1005387,2,3148,0
1-1005413,2,2152,0
1-1005434,2,976,0
1-1005475,2,596,0
1-1005507,2,686,0
1-1005511,2,406,0
1-1005530,2,419.2,0
1-1005551,2,2164,0
1-1005585,2,1016,0
1-1005604,2,1364,0
1-1005615,2,1972,0
1-1005624,2,571,0
1-1005627,2,1602.4,0
1-1005652,2,465.6,0
1-1005677,2,1214,0
1-1005685,2,1559,0
1-1005691,2,1112,0
1-1005720,2,956,0
1-1005734,2,916,0
1-1005738,2,1638,0
1-1005744,2,936,0
1-1005793,2,756,0
1-1005796,2,1471,0
1-1005807,2,1612,0
1-1005860,2,1756.8,0
1-1005872,2,656,0
1-1005874,2,123.64,0
1-1005887,2,831.04,0
1-1005923,2,1006,0
1-1005930,2,1276,0
1-1005965,2,576,0
1-1005977,2,485.2,0
1-1006001,2,776,0
1-1006027,2,936,0
1-1006030,2,1736,0
1-1006037,2,652.8,0
1-1006047,2,516,0
1-1006050,2,1086.8,0
1-1006058,2,816,0
1-1006063,2,333.6,0
1-1006084,2,453.6,0
1-1006088,2,693.6,0
1-1006107,2,723.6,0
1-1006116,2,120.74,0
1-1006144,2,1033.6,0
1-1006158,2,1284,0
1-1006168,2,260,0
1-1006218,2,3108,0
1-1006245,2,656,0
1-1006260,2,696,0
1-1006279,2,1145.6,0
1-1006284,2,1104,0
1-1006339,2,1552,0
1-1006358,2,836,0
1-1006368,2,1321.6,0
1-1006394,2,332.6,0
1-1006410,2,816,0
1-1006442,2,1204,0
1-1006454,2,609,0
1-1006462,2,336,0
1-1006477,2,988.8,0
1-1006481,2,1223.4,0
1-1006483,2,816,0
1-1006518,2,676,0
1-1006580,2,1284,0
1-1006595,2,956,0
1-1006614,2,876.8,0
1-1006618,2,756,0
1-1006620,2,924,0
1-1006621,2,1560,0
1-1006647,2,896,0
1-1006670,2,1012.8,0
1-1006721,2,1788,0
1-1006725,2,776,0
1-1006736,2,1552,0
1-1006737,2,716,0
1-1006752,2,1142,0
1-1006753,2,1096,0
1-1006755,2,1440.8,0
1-1006757,2,633,0
1-1006769,2,1416,0
1-1006824,2,1504,0
1-1006864,2,2188,0
1-1006884,2,756,0
1-1006887,2,756,0
1-1006889,2,876,0
1-1006891,2,996,0
1-1006896,2,416,0
1-1006926,2,816,0
1-1006941,2,1712,0
1-1006945,2,662.19,0
1-1006949,2,328.8,0
1-1006954,2,5008,0
1-1006958,2,1046,0
1-1006979,2,741.6,0
1-1006980,2,1292.8,0
1-1006982,2,549.6,0
1-1007073,2,1156,0
1-1007081,2,548,0
1-1007113,2,1216,0
1-1007145,2,476,0
1-1007146,2,1196,0
1-1007167,2,1016,0
1-1007169,2,1464,0
1-1007175,2,1096,0
1-1007181,2,1650,0
1-1007183,2,256,0
1-1007204,2,1124,0
1-1007214,2,806,0
1-1007215,2,396,0
1-1007236,2,1224,0
1-1007241,2,1214,0
1-1007242,2,1052.8,0
1-1007256,2,816,0
1-1007257,2,723,0
1-1007258,2,476,0
1-1007268,2,796,0
1-1007271,2,1266,0
1-1007277,2,752.8,0
1-1007280,2,2372,0
1-1007296,2,596,0
1-1007300,2,1011.2,0
1-1007302,2,936,0
1-1007317,2,472,0
1-1007330,2,976,0
1-1007339,2,1056,0
1-1007348,2,1738,0
1-1007363,2,2351,0
1-1007383,2,1933.6,0
1-1007386,2,771.2,0
1-1007393,2,856,0
1-1007398,2,2192,0
1-1007399,2,976,0
1-1007408,2,2028,0
1-1007432,2,1086,0
1-1007446,2,1608,0
1-1007450,2,1862,0
1-1007481,2,1056,0
1-1007486,2,1892,0
1-1007487,2,1396,0
1-1007508,2,866,0
1-1007559,2,1471.2,0
1-1007563,2,1683.6,0
1-1007579,2,1225.6,0
1-1007587,2,100,0
1-1007596,2,966,0
1-1007616,2,476,0
1-1007617,2,996,0
1-1007647,2,816,0
1-1007651,2,1576.8,0
1-1007654,2,646,0
1-1007655,2,662.4,0
1-1007657,2,1203.4,0
1-1007658,2,586,0
1-1007714,2,684,0
1-1007715,2,1016,0
1-1007737,2,812.8,0
1-1007756,2,736,0
1-1007770,2,1152.8,0
1-1007772,2,176,0
1-1007779,2,2930,0
1-1007780,2,2851.2,0
1-1007787,2,684.8,0
1-1007800,2,573.6,0
1-1007824,2,943.2,0
1-1007873,2,816,0
1-1007903,2,796,0
1-1007934,2,861,0
1-1007935,2,556,0
1-1007938,2,701,0
1-1007972,2,646,0
1-1007982,2,1539,0
1-1007985,2,473,0
1-1007992,2,1995,0
1-1007994,2,3580,0
1-1008022,2,2888,0
1-1008025,2,1494,0
1-1008026,2,1184,0
1-1008029,2,596,0
1-1008030,2,586,0
1-1008041,2,1352,0
1-1008067,2,826,0
1-1008083,2,683.2,0
1-1008098,2,543.2,0
1-1008103,2,767.2,0
1-1008109,2,1135.6,0
1-1008138,2,691.2,0
1-1008152,2,1296,0
1-1008160,2,2752.8,0
1-1008166,2,805.6,0
1-1008186,2,2004,0
1-1008213,2,1192,0
1-1008268,2,526,0
1-1008273,2,646,0
1-1008321,2,671.6,0
1-1008336,2,666,0
1-1008373,2,1016,0
1-1008376,2,1070.8,0
1-1008468,2,986,0
1-1008491,2,940.8,0
1-1008493,2,1396,0
1-1008529,2,988.8,0
1-1008534,2,464,0
1-1008548,2,809,0
1-1008571,2,936,0
1-1008596,2,697.2,0
1-1008614,2,1170,0
1-1008620,2,1174,0
1-1008632,2,826.6,0
1-1008646,2,759,0
1-1008649,2,1176,0
1-1008650,2,2326,0
1-1008656,2,1263.6,0
1-1008695,2,1124,0
1-1008702,2,1176,0
1-1008703,2,996,0
1-1008704,2,661.2,0
1-1008711,2,806,0
1-1008719,2,120,0
1-1008722,2,278.6,0
1-1008735,2,596,0
1-1008747,2,951.6,0
1-1008753,2,1416,0
1-1008754,2,1544,0
1-1008761,2,2347.2,0
1-1008780,2,2821.6,0
1-1008786,2,896.6,0
1-1008825,2,696,0
1-1008827,2,1494.6,0
1-1008836,2,1950.6,0
1-1008839,2,249.2,0
1-1008846,2,674.8,0
1-1008863,2,368.6,0
1-1008870,2,1134.4,0
1-1008871,2,606.2,0
1-1008875,2,347.6,0
1-1008888,2,1124.2,0
1-1008918,2,1267,0
1-1008935,2,652.12,0
1-1008945,2,1277,0
1-1008996,2,916,0
1-1008998,2,200.2,0
1-1009024,2,786,0
1-1009032,2,714.4,0
1-1009039,2,1712,0
1-1009057,2,899.4,0
1-1009064,2,693.6,0
1-1009073,2,806,0
1-1009084,2,1006,0
1-1009092,2,593.84,0
1-1009109,2,556.8,0
1-1009148,2,940.8,0
1-1009171,2,2914,0
1-1009189,2,1225.2,0
1-1009190,2,396,0
1-1009205,2,625.8,0
1-1009231,2,613.2,0
1-1009234,2,3656.8,0
1-1009235,2,564.2,0
1-1009237,2,687,0
1-1009238,2,1128.4,0
1-1009249,2,396.2,0
1-1009250,2,626.6,0
1-1009269,2,433,0
1-1009273,2,468,0
1-1009279,2,516.2,0
1-1009296,2,78,0
1-1009316,2,642,0
1-1009321,2,488,0
1-1009324,2,118,0
1-1009325,2,318,0
1-1009330,2,228,0
1-1009334,2,748,0
1-1009343,2,746.4,0
1-1009362,2,4826.4,0
1-1009363,2,1500.4,0
1-1009375,2,832,0
1-1009387,2,229,0
1-1009391,2,1308,0
1-1009392,2,208,0
1-1009395,2,900.49,0
1-1009399,2,836,0
1-1009440,2,1104.8,0
1-1009468,2,1238.8,0
1-1009499,2,411.4,0
1-1009519,2,721,0
1-1009529,2,1494.4,0
1-1009549,2,956,0
1-1009555,2,884,0
1-1009565,2,816,0
1-1009633,2,875,0
1-1009653,2,1776,0
1-1009658,2,1236,0
1-1009667,2,936,0
1-1009669,2,1116,0
1-1009679,2,558,0
1-1009684,2,796.8,0
1-1009689,2,465,0
1-1009703,2,249.6,0
1-1009705,2,652.8,0
1-1009714,2,1424,0
1-1009717,2,159.6,0
1-1009753,2,434.4,0
1-1009762,2,456.4,0
